	Inoculation	Means	sd	se	test	p.value	eff.size	CI.lower	CI.upper	label	Compound	Medium	diff	perc.rel.change	media.comp
39	Abiotic Control	-1.94636830776313	0.404288829708179	0.233416264662376	Welch Two Sample t-test	0.0450915455031228	-2.44973615695984	-5.44876891892513	0.54929660500545	Effect size: -2.45	X40.73.0412mz.2.76min	0.1 TSBA	1.19741393004915	-159.878086794017	0.1 TSBA, X40.73.0412mz.2.76min
40	Burkholderia sp. AD24	-0.748954377713981	0.560702926273091	0.32372198541918	Welch Two Sample t-test	0.0450915455031228	-2.44973615695984	-5.44876891892513	0.54929660500545	Effect size: -2.45	X40.73.0412mz.2.76min	0.1 TSBA	1.19741393004915	-159.878086794017	0.1 TSBA, X40.73.0412mz.2.76min
41	Abiotic Control	4.76469693933012	0.831871916243085	0.480281474774235	Welch Two Sample t-test	0.000178283478002228	10.9636571343039	1.88868099275076	20.038633275857	Effect size: 10.96	X43.44.0365mz.2.80min	0.1 TSBA	-9.0397839069859	211.452631850033	0.1 TSBA, X43.44.0365mz.2.80min
42	Burkholderia sp. AD24	-4.27508696765578	0.817107335538885	0.471757140130193	Welch Two Sample t-test	0.000178283478002228	10.9636571343039	1.88868099275076	20.038633275857	Effect size: 10.96	X43.44.0365mz.2.80min	0.1 TSBA	-9.0397839069859	211.452631850033	0.1 TSBA, X43.44.0365mz.2.80min
67	Abiotic Control	-14.5795996166169	0.0886962243163307	0.051208788985137	Welch Two Sample t-test	0.0043022911361382	-12.3461836812817	-22.4978864420165	-2.19448092054692	Effect size: -12.35	X86.94.0077mz.3.75min	0.1 TSBA	22.3851615481094	286.784753545977	0.1 TSBA, X86.94.0077mz.3.75min
68	Burkholderia sp. AD24	7.8055619314925	2.56261000306018	1.47952357509482	Welch Two Sample t-test	0.0043022911361382	-12.3461836812817	-22.4978864420165	-2.19448092054692	Effect size: -12.35	X86.94.0077mz.3.75min	0.1 TSBA	22.3851615481094	286.784753545977	0.1 TSBA, X86.94.0077mz.3.75min
69	Abiotic Control	0.922428705449344	0.985625754225082	0.569051294522079	Welch Two Sample t-test	0.00982888170541952	5.67508982049291	0.592940945483204	10.7572386955026	Effect size: 5.68	X93.57.0859mz.3.97min	0.1 TSBA	-4.23640986917218	127.834458310955	0.1 TSBA, X93.57.0859mz.3.97min
70	Burkholderia sp. AD24	-3.31398116372283	0.378210077845867	0.218359690254541	Welch Two Sample t-test	0.00982888170541952	5.67508982049291	0.592940945483204	10.7572386955026	Effect size: 5.68	X93.57.0859mz.3.97min	0.1 TSBA	-4.23640986917218	127.834458310955	0.1 TSBA, X93.57.0859mz.3.97min
71	Abiotic Control	3.28691925570121	1.92181311054742	1.1095593167067	Welch Two Sample t-test	0.0198509186931594	3.14652951482224	-0.244509951738527	6.53756898138301	Effect size: 3.15	X95.43.0861mz.3.99min	0.1 TSBA	-5.48569086491331	249.488889247531	0.1 TSBA, X95.43.0861mz.3.99min
72	Burkholderia sp. AD24	-2.19877160921209	1.54453581293117	0.891738167368828	Welch Two Sample t-test	0.0198509186931594	3.14652951482224	-0.244509951738527	6.53756898138301	Effect size: 3.15	X95.43.0861mz.3.99min	0.1 TSBA	-5.48569086491331	249.488889247531	0.1 TSBA, X95.43.0861mz.3.99min
85	Abiotic Control	-2.35799676902408	0.426864834533405	0.246450527125447	Welch Two Sample t-test	0.0231721403829333	-3.89018673069432	-7.74514460070804	-0.0352288606806082	Effect size: -3.89	X115.73.0373mz.4.57min	0.1 TSBA	3.10838089873934	414.238624678645	0.1 TSBA, X115.73.0373mz.4.57min
86	Burkholderia sp. AD24	0.750384129715267	1.04627357747255	0.604066331599772	Welch Two Sample t-test	0.0231721403829333	-3.89018673069432	-7.74514460070804	-0.0352288606806082	Effect size: -3.89	X115.73.0373mz.4.57min	0.1 TSBA	3.10838089873934	414.238624678645	0.1 TSBA, X115.73.0373mz.4.57min
91	Abiotic Control	4.31860375763623	1.53518802806359	0.886341221259204	Welch Two Sample t-test	0.0234964503264086	3.57296317680507	-0.0794136758082256	7.22534002941837	Effect size: 3.57	X123.95.0401mz.4.97min	0.1 TSBA	-8.80202809503989	196.323779161558	0.1 TSBA, X123.95.0401mz.4.97min
92	Burkholderia sp. AD24	-4.48342433740366	3.1274516914999	1.80563507596502	Welch Two Sample t-test	0.0234964503264086	3.57296317680507	-0.0794136758082256	7.22534002941837	Effect size: 3.57	X123.95.0401mz.4.97min	0.1 TSBA	-8.80202809503989	196.323779161558	0.1 TSBA, X123.95.0401mz.4.97min
115	Abiotic Control	2.64772828267769	1.60547894171863	0.926923699179527	Welch Two Sample t-test	0.0235852522423366	2.95947222973319	-0.321599519468183	6.24054397893457	Effect size: 2.96	X163.95.0199mz.6.21min	0.1 TSBA	-4.36475648773939	254.204122848555	0.1 TSBA, X163.95.0199mz.6.21min
116	Burkholderia sp. AD24	-1.7170282050617	1.33145044661073	0.768713273763351	Welch Two Sample t-test	0.0235852522423366	2.95947222973319	-0.321599519468183	6.24054397893457	Effect size: 2.96	X163.95.0199mz.6.21min	0.1 TSBA	-4.36475648773939	254.204122848555	0.1 TSBA, X163.95.0199mz.6.21min
125	Abiotic Control	7.177571758538	2.98246535333949	1.72192717459929	Welch Two Sample t-test	0.00833951389387741	5.19991145873007	0.455582322928289	9.94424059453185	Effect size: 5.2	X197.106.0376mz.7.03min	0.1 TSBA	-12.2562209945284	241.328361637449	0.1 TSBA, X197.106.0376mz.7.03min
126	Burkholderia sp. AD24	-5.07864923599036	1.48857389492748	0.859428538945028	Welch Two Sample t-test	0.00833951389387741	5.19991145873007	0.455582322928289	9.94424059453185	Effect size: 5.2	X197.106.0376mz.7.03min	0.1 TSBA	-12.2562209945284	241.328361637449	0.1 TSBA, X197.106.0376mz.7.03min
131	Abiotic Control	-5.30801135492535	0.535830238314104	0.30936173233059	Welch Two Sample t-test	2.64444270602266e-05	-21.7645261267463	-39.3552761047487	-4.17377614874395	Effect size: -21.76	X205.125.9539mz.7.20min	0.1 TSBA	10.1672151912538	209.2362356821	0.1 TSBA, X205.125.9539mz.7.20min
132	Burkholderia sp. AD24	4.85920383632842	0.386441533136634	0.223112123182487	Welch Two Sample t-test	2.64444270602266e-05	-21.7645261267463	-39.3552761047487	-4.17377614874395	Effect size: -21.76	X205.125.9539mz.7.20min	0.1 TSBA	10.1672151912538	209.2362356821	0.1 TSBA, X205.125.9539mz.7.20min
149	Abiotic Control	3.47971617377433	0.554558303238927	0.320174385656337	Welch Two Sample t-test	0.0368196684142108	3.58706591450371	-0.0741801001536184	7.24831192916104	Effect size: 3.59	X238.71.0888mz.7.83min	0.1 TSBA	-5.23668474230415	298.052272311624	0.1 TSBA, X238.71.0888mz.7.83min
150	Burkholderia sp. AD24	-1.75696856852983	1.98870878108803	1.14818155010094	Welch Two Sample t-test	0.0368196684142108	3.58706591450371	-0.0741801001536184	7.24831192916104	Effect size: 3.59	X238.71.0888mz.7.83min	0.1 TSBA	-5.23668474230415	298.052272311624	0.1 TSBA, X238.71.0888mz.7.83min
159	Abiotic Control	5.527268550346	1.92656332225436	1.11230185271442	Welch Two Sample t-test	0.00853833169115975	7.12925722035759	0.981959226639924	13.2765552140753	Effect size: 7.13	X258.91.0505mz.8.37min	0.1 TSBA	-10.0411624612297	222.450120881637	0.1 TSBA, X258.91.0505mz.8.37min
160	Burkholderia sp. AD24	-4.51389391088375	0.505751977806107	0.291996040529542	Welch Two Sample t-test	0.00853833169115975	7.12925722035759	0.981959226639924	13.2765552140753	Effect size: 7.13	X258.91.0505mz.8.37min	0.1 TSBA	-10.0411624612297	222.450120881637	0.1 TSBA, X258.91.0505mz.8.37min
171	Abiotic Control	-4.66072750216119	0	0	Welch Two Sample t-test	0.00458953787720344	-12.0107732389358	-21.9006183391314	-2.12092813874022	Effect size: -12.01	X303.61.0258mz.9.71min	0.1 TSBA	5.28974367499328	840.955114266248	0.1 TSBA, X303.61.0258mz.9.71min
172	Burkholderia sp. AD24	0.629016172832089	0.622843100759066	0.359598631886148	Welch Two Sample t-test	0.00458953787720344	-12.0107732389358	-21.9006183391314	-2.12092813874022	Effect size: -12.01	X303.61.0258mz.9.71min	0.1 TSBA	5.28974367499328	840.955114266248	0.1 TSBA, X303.61.0258mz.9.71min
187	Abiotic Control	-2.73025309103965	0.163446217674832	0.0943657177725906	Welch Two Sample t-test	0.00320322689048845	-10.8984252430371	-19.9227856227508	-1.87406486332326	Effect size: -10.9	X351.71.0873mz.11.50min	0.1 TSBA	4.8302306760562	230.013439691935	0.1 TSBA, X351.71.0873mz.11.50min
188	Burkholderia sp. AD24	2.09997758501655	0.605099761095401	0.349354509955008	Welch Two Sample t-test	0.00320322689048845	-10.8984252430371	-19.9227856227508	-1.87406486332326	Effect size: -10.9	X351.71.0873mz.11.50min	0.1 TSBA	4.8302306760562	230.013439691935	0.1 TSBA, X351.71.0873mz.11.50min
203	Abiotic Control	-0.0126393134897626	0.944919805503216	0.54554970406989	Welch Two Sample t-test	0.033276680908847	2.60822649945168	-0.475466046182814	5.69191904508618	Effect size: 2.61	X402.57.0827mz.13.46min	0.1 TSBA	-2.5493361145241	99.5066575053157	0.1 TSBA, X402.57.0827mz.13.46min
204	Burkholderia sp. AD24	-2.56197542801386	1.00887626827088	0.582474985065215	Welch Two Sample t-test	0.033276680908847	2.60822649945168	-0.475466046182814	5.69191904508618	Effect size: 2.61	X402.57.0827mz.13.46min	0.1 TSBA	-2.5493361145241	99.5066575053157	0.1 TSBA, X402.57.0827mz.13.46min
211	Abiotic Control	1.54193021337494	1.35083180015923	0.77990310345184	Welch Two Sample t-test	0.0149193925451563	3.55326299396403	-0.0867470656309548	7.19327305355901	Effect size: 3.55	X432.57.0835mz.14.72min	0.1 TSBA	-4.18591655051153	158.318388098966	0.1 TSBA, X432.57.0835mz.14.72min
212	Burkholderia sp. AD24	-2.64398633713659	0.975115648830869	0.562983282343519	Welch Two Sample t-test	0.0149193925451563	3.55326299396403	-0.0867470656309548	7.19327305355901	Effect size: 3.55	X432.57.0835mz.14.72min	0.1 TSBA	-4.18591655051153	158.318388098966	0.1 TSBA, X432.57.0835mz.14.72min
231	Abiotic Control	3.34359884222326	1.73355008874385	1.00086561038996	Welch Two Sample t-test	0.0101973565660535	6.65849619123304	0.860245962697197	12.4567464197689	Effect size: 6.66	X477.57.0847mz.17.06min	0.1 TSBA	-8.41996641392617	165.865971976919	0.1 TSBA, X477.57.0847mz.17.06min
232	Burkholderia sp. AD24	-5.07636757170291	0.439261822546337	0.253607931491853	Welch Two Sample t-test	0.0101973565660535	6.65849619123304	0.860245962697197	12.4567464197689	Effect size: 6.66	X477.57.0847mz.17.06min	0.1 TSBA	-8.41996641392617	165.865971976919	0.1 TSBA, X477.57.0847mz.17.06min
251	Abiotic Control	0.962517352948599	1.53467363260896	0.886044234905001	Welch Two Sample t-test	0.0458402223085758	2.9358212831215	-0.331572821024368	6.20321538726736	Effect size: 2.94	X510.57.0799mz.18.14min	0.1 TSBA	-3.42980140894296	139.011209536661	0.1 TSBA, X510.57.0799mz.18.14min
252	Burkholderia sp. AD24	-2.46728405599436	0.611913265872615	0.353288288772257	Welch Two Sample t-test	0.0458402223085758	2.9358212831215	-0.331572821024368	6.20321538726736	Effect size: 2.94	X510.57.0799mz.18.14min	0.1 TSBA	-3.42980140894296	139.011209536661	0.1 TSBA, X510.57.0799mz.18.14min
305	Abiotic Control	-2.65461711056032	0.302212808807286	0.174482646517439	Welch Two Sample t-test	0.000986515879411971	-11.03141080551	-20.158979344735	-1.90384226628496	Effect size: -11.03	X15.62.0348mz.2.09min	0.1 TSBA + AA	5.29646749801481	200.483249284912	0.1 TSBA + AA, X15.62.0348mz.2.09min
306	Burkholderia sp. AD24	2.64185038745449	0.608037360287988	0.35105053363962	Welch Two Sample t-test	0.000986515879411971	-11.03141080551	-20.158979344735	-1.90384226628496	Effect size: -11.03	X15.62.0348mz.2.09min	0.1 TSBA + AA	5.29646749801481	200.483249284912	0.1 TSBA + AA, X15.62.0348mz.2.09min
311	Abiotic Control	3.08328480645825	1.00858273308034	0.582305512443942	Welch Two Sample t-test	0.00756748720375395	8.36485915480026	1.28760724079063	15.4421110688099	Effect size: 8.36	X19.72.0683mz.2.22min	0.1 TSBA + AA	-6.06154563920378	203.526352445629	0.1 TSBA + AA, X19.72.0683mz.2.22min
312	Burkholderia sp. AD24	-2.97826083274553	0.181601063903605	0.104847423129869	Welch Two Sample t-test	0.00756748720375395	8.36485915480026	1.28760724079063	15.4421110688099	Effect size: 8.36	X19.72.0683mz.2.22min	0.1 TSBA + AA	-6.06154563920378	203.526352445629	0.1 TSBA + AA, X19.72.0683mz.2.22min
321	Abiotic Control	4.51859510576302	0.203359732858774	0.117409796508344	Welch Two Sample t-test	1.49588064171545e-05	33.5486755636542	6.5643329771657	60.5330181501428	Effect size: 33.55	X32.70.0556mz.2.50min	0.1 TSBA + AA	-9.39239182801393	192.712014129226	0.1 TSBA + AA, X32.70.0556mz.2.50min
322	Burkholderia sp. AD24	-4.87379672225091	0.339710927624524	0.196132195510676	Welch Two Sample t-test	1.49588064171545e-05	33.5486755636542	6.5643329771657	60.5330181501428	Effect size: 33.55	X32.70.0556mz.2.50min	0.1 TSBA + AA	-9.39239182801393	192.712014129226	0.1 TSBA + AA, X32.70.0556mz.2.50min
323	Abiotic Control	7.87288255936662	0.497694395302869	0.287343993102279	Welch Two Sample t-test	4.50154306722712e-06	37.3529498107303	7.32920302581323	67.3766965956473	Effect size: 37.35	X33.43.0600mz.2.51min	0.1 TSBA + AA	-16.0177308462632	196.660886514393	0.1 TSBA + AA, X33.43.0600mz.2.51min
324	Burkholderia sp. AD24	-8.14484828689659	0.346518773510321	0.200062707165443	Welch Two Sample t-test	4.50154306722712e-06	37.3529498107303	7.32920302581323	67.3766965956473	Effect size: 37.35	X33.43.0600mz.2.51min	0.1 TSBA + AA	-16.0177308462632	196.660886514393	0.1 TSBA + AA, X33.43.0600mz.2.51min
327	Abiotic Control	-2.40319421899987	0.813548668731562	0.469702542891029	Welch Two Sample t-test	0.00762384541404149	-5.17434763807886	-9.90068810189025	-0.448007174267459	Effect size: -5.17	X37.45.0585mz.2.64min	0.1 TSBA + AA	6.35582470039641	160.799870625669	0.1 TSBA + AA, X37.45.0585mz.2.64min
328	Burkholderia sp. AD24	3.95263048139654	1.53484366828801	0.886142405050073	Welch Two Sample t-test	0.00762384541404149	-5.17434763807886	-9.90068810189025	-0.448007174267459	Effect size: -5.17	X37.45.0585mz.2.64min	0.1 TSBA + AA	6.35582470039641	160.799870625669	0.1 TSBA + AA, X37.45.0585mz.2.64min
329	Abiotic Control	-2.22495669847923	0.389808262206131	0.22505590511705	Welch Two Sample t-test	0.00260081501140646	-9.47363497485087	-17.3978511960405	-1.54941875366121	Effect size: -9.47	X40.73.0412mz.2.76min	0.1 TSBA + AA	7.14523608243556	145.220129282378	0.1 TSBA + AA, X40.73.0412mz.2.76min
330	Burkholderia sp. AD24	4.92027938395634	0.99285197439623	0.573223354683115	Welch Two Sample t-test	0.00260081501140646	-9.47363497485087	-17.3978511960405	-1.54941875366121	Effect size: -9.47	X40.73.0412mz.2.76min	0.1 TSBA + AA	7.14523608243556	145.220129282378	0.1 TSBA + AA, X40.73.0412mz.2.76min
331	Abiotic Control	4.43645828251577	0.2870025893701	0.165701022230947	Welch Two Sample t-test	0.00570130133680012	9.27105525003899	1.50227997873275	17.0398305213452	Effect size: 9.27	X43.44.0365mz.2.80min	0.1 TSBA + AA	-9.36252653670588	190.060836626495	0.1 TSBA + AA, X43.44.0365mz.2.80min
332	Burkholderia sp. AD24	-4.92606825419011	1.39903163686188	0.807731292147007	Welch Two Sample t-test	0.00570130133680012	9.27105525003899	1.50227997873275	17.0398305213452	Effect size: 9.27	X43.44.0365mz.2.80min	0.1 TSBA + AA	-9.36252653670588	190.060836626495	0.1 TSBA + AA, X43.44.0365mz.2.80min
343	Abiotic Control	2.27021367707125	1.69544349245421	0.978864756764237	Welch Two Sample t-test	0.0246483373384068	4.03245108039767	0.0846997437102539	7.98020241708508	Effect size: 4.03	X62.44.0391mz.3.18min	0.1 TSBA + AA	-5.1178976822071	179.721404235051	0.1 TSBA + AA, X62.44.0391mz.3.18min
344	Burkholderia sp. AD24	-2.84768400513585	0.589148798486246	0.340145217398779	Welch Two Sample t-test	0.0246483373384068	4.03245108039767	0.0846997437102539	7.98020241708508	Effect size: 4.03	X62.44.0391mz.3.18min	0.1 TSBA + AA	-5.1178976822071	179.721404235051	0.1 TSBA + AA, X62.44.0391mz.3.18min
345	Abiotic Control	-2.34143228912726	1.0876756239775	0.627969814294405	Welch Two Sample t-test	0.00904389724836526	-4.48233365600955	-8.73033360686454	-0.234333705154564	Effect size: -4.48	X66.88.0525mz.3.31min	0.1 TSBA + AA	6.58116757928367	155.225907489165	0.1 TSBA + AA, X66.88.0525mz.3.31min
346	Burkholderia sp. AD24	4.23973529015641	1.76874339988431	1.02118447805058	Welch Two Sample t-test	0.00904389724836526	-4.48233365600955	-8.73033360686454	-0.234333705154564	Effect size: -4.48	X66.88.0525mz.3.31min	0.1 TSBA + AA	6.58116757928367	155.225907489165	0.1 TSBA + AA, X66.88.0525mz.3.31min
347	Abiotic Control	-1.30087423644147	1.53712719155766	0.887460797824508	Welch Two Sample t-test	0.01491986293062	-3.66591096132946	-7.37698611669233	0.0451641940334118	Effect size: -3.67	X69.59.0433mz.3.36min	0.1 TSBA + AA	4.78654858441548	137.320590123331	0.1 TSBA + AA, X69.59.0433mz.3.36min
348	Burkholderia sp. AD24	3.48567434797401	1.02318146087254	0.590734091864597	Welch Two Sample t-test	0.01491986293062	-3.66591096132946	-7.37698611669233	0.0451641940334118	Effect size: -3.67	X69.59.0433mz.3.36min	0.1 TSBA + AA	4.78654858441548	137.320590123331	0.1 TSBA + AA, X69.59.0433mz.3.36min
353	Abiotic Control	-3.32202442942313	1.1506178259167	0.664309511527389	Welch Two Sample t-test	0.00782959639033719	-4.22900715168895	-8.30673625497865	-0.15127804839924	Effect size: -4.23	X80.55.0697mz.3.59min	0.1 TSBA + AA	5.63597781789338	243.564881037613	0.1 TSBA + AA, X80.55.0697mz.3.59min
354	Burkholderia sp. AD24	2.31395338847025	1.49272635519385	0.861825962997618	Welch Two Sample t-test	0.00782959639033719	-4.22900715168895	-8.30673625497865	-0.15127804839924	Effect size: -4.23	X80.55.0697mz.3.59min	0.1 TSBA + AA	5.63597781789338	243.564881037613	0.1 TSBA + AA, X80.55.0697mz.3.59min
357	Abiotic Control	-14.2822900144586	0.153127975041307	0.0884084776105607	Welch Two Sample t-test	0.000526796399785058	-33.342362377891	-60.161935027	-6.52278972878196	Effect size: -33.34	X86.94.0077mz.3.75min	0.1 TSBA + AA	35.3386177140415	167.828969126186	0.1 TSBA + AA, X86.94.0077mz.3.75min
358	Burkholderia sp. AD24	21.0563276995829	1.49104217681844	0.860853602159209	Welch Two Sample t-test	0.000526796399785058	-33.342362377891	-60.161935027	-6.52278972878196	Effect size: -33.34	X86.94.0077mz.3.75min	0.1 TSBA + AA	35.3386177140415	167.828969126186	0.1 TSBA + AA, X86.94.0077mz.3.75min
359	Abiotic Control	2.86534802213621	0.437355708614142	0.252507436099995	Welch Two Sample t-test	0.00200447675414955	6.40492034782839	0.793168849742073	12.0166718459147	Effect size: 6.4	X93.57.0859mz.3.97min	0.1 TSBA + AA	-3.33914358599893	704.764637046376	0.1 TSBA + AA, X93.57.0859mz.3.97min
360	Burkholderia sp. AD24	-0.47379556386272	0.593558388546818	0.342691095407266	Welch Two Sample t-test	0.00200447675414955	6.40492034782839	0.793168849742073	12.0166718459147	Effect size: 6.4	X93.57.0859mz.3.97min	0.1 TSBA + AA	-3.33914358599893	704.764637046376	0.1 TSBA + AA, X93.57.0859mz.3.97min
361	Abiotic Control	-2.94293512482424	0.505346884725488	0.291762159930399	Welch Two Sample t-test	0.030599951342916	-3.84130725578807	-7.66464803617163	-0.0179664754045126	Effect size: -3.84	X95.43.0861mz.3.99min	0.1 TSBA + AA	4.79772260315937	258.666971779745	0.1 TSBA + AA, X95.43.0861mz.3.99min
362	Burkholderia sp. AD24	1.85478747833513	1.69249380431095	0.977161753520698	Welch Two Sample t-test	0.030599951342916	-3.84130725578807	-7.66464803617163	-0.0179664754045126	Effect size: -3.84	X95.43.0861mz.3.99min	0.1 TSBA + AA	4.79772260315937	258.666971779745	0.1 TSBA + AA, X95.43.0861mz.3.99min
371	Abiotic Control	1.68827384210276	0.689944807102614	0.398339820106679	Welch Two Sample t-test	0.0099411740841615	6.37868203853818	0.78616156380374	11.9712025132726	Effect size: 6.38	X108.85.1002mz.4.45min	0.1 TSBA + AA	-3.2443011259432	208.498987108755	0.1 TSBA + AA, X108.85.1002mz.4.45min
372	Burkholderia sp. AD24	-1.55602728384045	0.203364389515239	0.117412485030207	Welch Two Sample t-test	0.0099411740841615	6.37868203853818	0.78616156380374	11.9712025132726	Effect size: 6.38	X108.85.1002mz.4.45min	0.1 TSBA + AA	-3.2443011259432	208.498987108755	0.1 TSBA + AA, X108.85.1002mz.4.45min
373	Abiotic Control	1.97480008980264	0.475106701562771	0.274302982041061	Welch Two Sample t-test	0.00220185186889878	7.05543956013958	0.963096741414259	13.1477823788649	Effect size: 7.06	X111.56.0809mz.4.46min	0.1 TSBA + AA	-4.54146550479045	176.940300760316	0.1 TSBA + AA, X111.56.0809mz.4.46min
374	Burkholderia sp. AD24	-2.56666541498782	0.776484943225417	0.448303790992886	Welch Two Sample t-test	0.00220185186889878	7.05543956013958	0.963096741414259	13.1477823788649	Effect size: 7.06	X111.56.0809mz.4.46min	0.1 TSBA + AA	-4.54146550479045	176.940300760316	0.1 TSBA + AA, X111.56.0809mz.4.46min
375	Abiotic Control	-2.01077815984434	1.38841209547897	0.801600097070915	Welch Two Sample t-test	0.0102854151314972	-5.27698432133645	-10.0756692065521	-0.478299436120789	Effect size: -5.28	X115.73.0373mz.4.57min	0.1 TSBA + AA	5.62916895899749	155.571061045008	0.1 TSBA + AA, X115.73.0373mz.4.57min
376	Burkholderia sp. AD24	3.61839079915315	0.590067166032029	0.340675437148552	Welch Two Sample t-test	0.0102854151314972	-5.27698432133645	-10.0756692065521	-0.478299436120789	Effect size: -5.28	X115.73.0373mz.4.57min	0.1 TSBA + AA	5.62916895899749	155.571061045008	0.1 TSBA + AA, X115.73.0373mz.4.57min
377	Abiotic Control	3.8337851262042	0.635121175442069	0.36668738160951	Welch Two Sample t-test	0.0181651924230477	3.63903555184764	-0.0550087270311659	7.33307983072644	Effect size: 3.64	X120.43.0842mz.4.78min	0.1 TSBA + AA	-3.25171823964842	-558.650271086471	0.1 TSBA + AA, X120.43.0842mz.4.78min
378	Burkholderia sp. AD24	0.582066886555776	1.0924931517147	0.630751215230305	Welch Two Sample t-test	0.0181651924230477	3.63903555184764	-0.0550087270311659	7.33307983072644	Effect size: 3.64	X120.43.0842mz.4.78min	0.1 TSBA + AA	-3.25171823964842	-558.650271086471	0.1 TSBA + AA, X120.43.0842mz.4.78min
385	Abiotic Control	-0.241680045545821	0.0992442896009728	0.0572987173166548	Welch Two Sample t-test	4.00965538183098e-05	-25.6207836180766	-46.2803548851861	-4.96121235096712	Effect size: -25.62	X126.70.0875mz.5.08min	0.1 TSBA + AA	2.08365541892261	113.120699062483	0.1 TSBA + AA, X126.70.0875mz.5.08min
386	Burkholderia sp. AD24	1.84197537337679	0.0581262076671115	0.0335591816435789	Welch Two Sample t-test	4.00965538183098e-05	-25.6207836180766	-46.2803548851861	-4.96121235096712	Effect size: -25.62	X126.70.0875mz.5.08min	0.1 TSBA + AA	2.08365541892261	113.120699062483	0.1 TSBA + AA, X126.70.0875mz.5.08min
399	Abiotic Control	2.43946086049162	0.854702929440038	0.493462966389368	Welch Two Sample t-test	0.0187479376139129	3.51703657665849	-0.100301883616428	7.13437503693341	Effect size: 3.52	X155.57.0751mz.5.99min	0.1 TSBA + AA	-4.06904207682836	249.698636437125	0.1 TSBA + AA, X155.57.0751mz.5.99min
400	Burkholderia sp. AD24	-1.62958121633674	1.39519109956379	0.805513956904123	Welch Two Sample t-test	0.0187479376139129	3.51703657665849	-0.100301883616428	7.13437503693341	Effect size: 3.52	X155.57.0751mz.5.99min	0.1 TSBA + AA	-4.06904207682836	249.698636437125	0.1 TSBA + AA, X155.57.0751mz.5.99min
